order_id,customer_id,order_date,product,category,price,quantity,total_amount,is_quantity_invalid
1,C016,2026-02-13,Sofa,Furniture,4206.155953225467,3,12618.4678596764,False
2,C077,2025-11-06,Vacuum,Electronics,906.0483343517989,3,2718.1450030553965,False
3,C074,2025-05-31,Computer,Electronics,4390.745507852997,2,8781.491015705995,False
4,C067,2025-04-21,Sofa,Furniture,4366.04517514686,1,4366.04517514686,False
5,C044,2025-08-28,KeyBoard,Electronics,7847.458804006458,2,15694.917608012916,False
6,C077,2025-11-09,Vacuum,Electronics,8798.962348117446,1,8798.962348117446,False
7,C092,2025-11-02,Bed,Furniture,4010.118689522814,4,16040.474758091255,False
8,C079,2025-08-05,Mouse,Electronics,4174.932027437558,2,8349.864054875115,False
9,C012,2025-05-09,Computer,Electronics,4609.62262947271,2,9219.24525894542,False
10,C020,2025-07-17,Mouse,Electronics,3422.327472880726,5,17111.63736440363,False
11,C043,2025-03-05,Ring,Accessories,7657.2771573289865,3,22971.83147198696,False
12,C059,2026-02-18,Sofa,Furniture,4090.1075006676033,3,12270.32250200281,False
13,C086,2025-04-06,Mouse,Electronics,3544.087749425976,5,17720.43874712988,False
14,C024,2025-07-02,Sofa,Furniture,1820.5854664995777,1,1820.5854664995777,False
15,C035,2025-08-18,Sofa,Furniture,3547.9094524290304,1,-3547.9094524290304,False
16,C026,2026-01-26,Computer,Electronics,8846.023945802699,0,0.0,True
17,C057,2025-09-27,Computer,Electronics,6181.535088265596,4,24726.140353062383,False
18,C036,2025-10-25,Vacuum,Electronics,8447.44513528605,2,16894.8902705721,False
19,C034,2025-04-10,KeyBoard,Electronics,1171.2277212729805,2,2342.455442545961,False
20,C034,2025-05-29,Mouse,Electronics,5584.687563004738,1,5584.687563004738,False
21,C064,2025-12-05,Necklace,Accessories,2840.0722226978364,2,5680.144445395673,False
22,C087,2025-08-28,Necklace,Accessories,5285.86791947162,0,0.0,True
23,C086,2025-11-14,Sofa,Furniture,1357.4267140368163,1,1357.4267140368163,False
24,C041,2025-04-17,Bed,Furniture,9077.993544702525,2,18155.98708940505,False
25,C005,2025-03-07,Sofa,Furniture,9267.579226872282,4,37070.31690748913,False
26,C098,2025-06-03,KeyBoard,Electronics,8900.165133603494,3,26700.495400810483,False
27,C070,2025-05-10,Computer,Electronics,346.53646037338797,1,346.53646037338797,False
28,C030,2026-01-19,Ring,Accessories,579.8924555289002,3,1739.6773665867006,False
29,C054,2025-11-16,Sofa,Furniture,6449.784301613072,2,12899.568603226144,False
30,C098,2025-08-02,Bed,Furniture,3120.6930236431717,1,3120.6930236431717,False
31,C064,2025-04-06,Computer,Electronics,406.554226359774,4,1626.216905439096,False
32,C078,2025-11-24,Mouse,Electronics,3477.288672635931,5,17386.443363179656,False
33,C012,2025-03-15,Ring,Accessories,8918.644280613342,2,17837.288561226684,False
34,C045,2025-09-04,Mouse,Electronics,7662.543872435397,4,30650.17548974159,False
35,C048,2025-12-27,Bed,Furniture,3618.273713721314,4,14473.094854885256,False
36,C066,2026-02-22,Mouse,Electronics,6065.13363413604,4,24260.53453654416,False
37,C032,2025-04-14,Sofa,Furniture,1795.7193845729887,0,0.0,True
38,C085,2025-04-17,Vacuum,Electronics,2206.066283185177,1,2206.066283185177,False
39,C003,2025-09-30,Ring,Accessories,1468.5156501934205,2,2937.031300386841,False
40,C066,2026-01-22,Necklace,Accessories,2394.6507656421,4,9578.6030625684,False
41,C022,2025-06-07,Vacuum,Electronics,1844.8463831960767,1,-1844.8463831960767,False
42,C025,2025-03-05,Necklace,Accessories,6338.545019947992,4,25354.180079791968,False
43,C027,2025-06-20,Necklace,Accessories,6808.960147886042,3,20426.880443658127,False
44,C081,2025-10-19,Notebook,Office,9949.584403318626,4,39798.3376132745,False
45,C014,2025-06-15,KeyBoard,Electronics,7091.381898109744,3,21274.145694329232,False
46,C060,2026-02-10,Necklace,Accessories,4398.756521506988,2,8797.513043013976,False
47,C082,2026-01-17,Computer,Electronics,1173.9666560899589,1,1173.9666560899589,False
48,C063,2025-05-22,Bed,Furniture,8759.928563083693,5,43799.64281541847,False
49,C036,2025-03-01,Computer,Electronics,428.69947722843955,3,1286.0984316853187,False
50,C070,2025-10-05,Bed,Furniture,3557.076479541329,2,7114.152959082658,False
51,C091,2026-01-31,Mouse,Electronics,2950.1781131229613,4,11800.712452491845,False
52,C035,2025-09-12,Vacuum,Electronics,9311.11864776181,1,9311.11864776181,False
53,C064,2025-08-27,Mouse,Electronics,6829.1480902327285,5,34145.74045116364,False
54,C054,2025-05-24,Sofa,Furniture,1364.2704178814733,3,4092.81125364442,False
55,C080,2026-02-07,Necklace,Accessories,6175.3183391391185,5,30876.59169569559,False
56,C048,2025-07-11,Computer,Electronics,6193.409789134709,0,0.0,True
57,C045,2025-03-26,KeyBoard,Electronics,6072.959992098057,4,24291.83996839223,False
58,C077,2025-08-20,Ring,Accessories,,2,,False
59,C009,2026-01-12,Ring,Accessories,7306.389426621575,3,21919.168279864723,False
60,C051,2026-02-26,Bed,Furniture,4866.009295178823,4,19464.03718071529,False
61,C072,2025-03-23,KeyBoard,Electronics,9116.368706061307,2,18232.737412122613,False
62,C086,2025-12-16,Vacuum,Electronics,7005.642593660453,2,14011.285187320906,False
63,C040,2025-05-02,Bed,Furniture,9542.999883936222,2,19085.999767872443,False
64,C054,2025-11-20,Bed,Furniture,7104.712560966593,5,35523.56280483297,False
65,C022,2026-02-08,Bed,Furniture,8870.40574991709,5,44352.02874958545,False
66,C097,2025-11-30,Computer,Electronics,3131.9625872088604,0,0.0,True
67,C010,2025-09-13,KeyBoard,Electronics,9014.927176466515,3,27044.781529399545,False
68,C059,2026-02-26,KeyBoard,Electronics,3224.6052555323276,1,3224.6052555323276,False
69,C089,2025-06-07,Necklace,Accessories,5278.25810791877,1,5278.25810791877,False
70,C027,2026-02-26,Ring,Accessories,4561.140445224489,4,18244.561780897955,False
71,C063,2025-03-13,Ring,Accessories,5806.949811114757,4,23227.799244459027,False
72,C044,2025-11-07,KeyBoard,Electronics,9520.592463114082,5,47602.96231557041,False
73,C099,2025-10-08,Computer,Electronics,4004.328401893856,5,20021.64200946928,False
74,C047,2025-07-24,Computer,Electronics,359.0918211731702,1,359.0918211731702,False
75,C088,2025-04-06,KeyBoard,Electronics,3031.1243882873264,0,0.0,True
76,C037,2026-01-29,Bed,Furniture,8424.798155208731,4,33699.192620834925,False
77,C089,2025-08-31,Notebook,Office,5126.334795367924,2,10252.669590735848,False
78,C002,2025-11-01,Bed,Furniture,8182.064463631496,2,16364.128927262993,False
79,C069,2025-03-13,Sofa,Furniture,8683.872672370298,2,17367.745344740597,False
80,C097,2025-03-03,Vacuum,Electronics,,5,,False
81,C054,2025-04-29,Notebook,Office,2788.5066865753997,5,-13942.533432876999,False
82,C084,2025-09-08,Mouse,Electronics,,1,,False
83,C043,2025-09-08,Vacuum,Electronics,4536.662412663631,1,4536.662412663631,False
84,C090,2025-08-20,Vacuum,Electronics,,3,,False
85,C069,2025-08-01,KeyBoard,Electronics,9726.166659542045,3,29178.499978626132,False
86,C046,2025-05-08,Ring,Accessories,7386.92489182007,5,36934.62445910035,False
87,C002,2025-05-24,Necklace,Accessories,7348.61325173787,1,7348.61325173787,False
88,C093,2025-12-04,Necklace,Accessories,9103.2121991607,1,9103.2121991607,False
89,C056,2025-04-16,Ring,Accessories,5240.267189635377,5,26201.335948176886,False
90,C082,2025-10-07,Mouse,Electronics,8343.980780348136,4,33375.923121392545,False
91,C033,2025-06-25,KeyBoard,Electronics,3656.1986508200243,1,3656.1986508200243,False
92,C064,2025-12-07,Computer,Electronics,3224.3505288992797,0,0.0,True
93,C055,2025-07-27,KeyBoard,Electronics,9689.198361639317,4,38756.79344655727,False
94,C002,2025-07-01,Bed,Furniture,1428.299534604667,1,1428.299534604667,False
95,C015,2025-07-29,Necklace,Accessories,601.3382021480824,1,601.3382021480824,False
96,C039,2025-04-10,Ring,Accessories,3241.2161173841587,5,16206.080586920794,False
97,C099,2025-04-17,Bed,Furniture,2857.600758410498,5,14288.003792052492,False
98,C001,2025-07-24,Mouse,Electronics,4014.397968850487,0,0.0,True
99,C060,2026-01-18,KeyBoard,Electronics,8723.483245673862,2,17446.966491347725,False
100,C035,2026-02-10,Mouse,Electronics,5827.656014266207,0,0.0,True
101,C047,2025-06-26,Vacuum,Electronics,619.1064482936558,1,619.1064482936558,False
102,C018,2026-02-09,Sofa,Furniture,2721.9153941855902,4,10887.661576742361,False
103,C018,2025-06-28,Notebook,Office,,1,,False
104,C033,2025-03-01,Sofa,Furniture,451.45904272014945,2,902.9180854402989,False
105,C022,2025-06-06,Ring,Accessories,7676.771416298777,0,0.0,True
106,C087,2025-05-30,Computer,Electronics,2164.896935452148,5,10824.484677260742,False
107,C097,2025-05-09,Ring,Accessories,7374.821791500933,3,22124.465374502797,False
108,C038,2026-02-05,Computer,Electronics,2207.292503476656,2,4414.585006953312,False
109,C045,2026-02-05,KeyBoard,Electronics,6644.459717526287,4,26577.838870105148,False
110,C100,2025-04-18,Mouse,Electronics,6392.2699410031655,1,6392.2699410031655,False
111,C016,2025-04-05,Vacuum,Electronics,8149.9663483940785,5,40749.831741970396,False
112,C016,2025-04-14,Ring,Accessories,3501.964253813593,0,0.0,True
113,C030,2025-10-20,KeyBoard,Electronics,3937.2331013091402,4,15748.932405236561,False
114,C089,2026-01-29,Necklace,Accessories,5502.675205078345,3,16508.025615235034,False
115,C088,2025-10-10,Vacuum,Electronics,782.9427540547323,1,782.9427540547323,False
116,C054,2025-12-25,Bed,Furniture,,3,,False
117,C005,2025-11-25,Mouse,Electronics,5955.765721659331,0,0.0,True
118,C048,2026-01-09,Ring,Accessories,8333.18920830395,5,41665.946041519746,False
119,C085,2025-07-26,Notebook,Office,1720.1988660054628,4,6880.795464021851,False
120,C004,2025-10-09,Mouse,Electronics,8770.459481475837,0,0.0,True
121,C097,2025-07-10,Notebook,Office,2507.2006958339643,1,2507.2006958339643,False
122,C032,2026-02-09,Sofa,Furniture,7374.722699368776,0,0.0,True
123,C052,2025-09-12,Notebook,Office,4159.99725393023,2,8319.99450786046,False
124,C035,2026-01-25,Necklace,Accessories,8567.389071143492,5,42836.945355717464,False
125,C056,2025-12-30,Mouse,Electronics,9979.588594112269,4,-39918.354376449075,False
126,C070,2025-09-06,KeyBoard,Electronics,7181.776321827496,3,21545.328965482488,False
127,C045,2025-03-19,KeyBoard,Electronics,998.4829215898296,2,1996.9658431796593,False
128,C090,2026-02-17,Vacuum,Electronics,5342.174098454447,4,21368.696393817787,False
