order_id,customer_id,order_date,product,category,price,quantity,total_amount
1,C017,2025-04-23,Sofa,Furniture,5981.103022475031,4,23924.412089900125
2,C074,2025-05-03,Necklace,Accessories,9951.19287631457,2,19902.38575262914
3,C042,2026-01-23,Sofa,Furniture,2890.408620498141,2,5780.817240996282
4,C016,2025-09-14,Ring,Accessories,,0,
5,C028,2025-09-16,Notebook,Office,4233.558445070444,5,21167.79222535222
6,C040,2026-01-16,Necklace,Accessories,,3,
7,C028,2025-05-26,Bed,Furniture,84.63776549763249,4,338.55106199052994
8,C056,2025-12-10,Bed,Furniture,866.5542003366112,5,4332.771001683056
9,C013,2025-08-23,Notebook,Office,9504.861385840006,4,38019.44554336002
10,C027,2025-06-19,KeyBoard,Electronics,2348.4241437905785,1,2348.4241437905785
11,C066,2025-03-25,Bed,Furniture,6663.036975840358,2,-13326.073951680715
12,C076,2025-11-27,Mouse,Electronics,6020.306884890369,3,18060.920654671107
13,C066,2025-12-29,Necklace,Accessories,1220.8749992158405,4,4883.499996863362
14,C066,2025-12-13,KeyBoard,Electronics,6973.689116116032,3,20921.067348348097
15,C075,2025-08-31,Mouse,Electronics,6843.165260889178,5,34215.82630444589
16,C076,2026-01-19,Ring,Accessories,1794.192450652518,1,1794.192450652518
17,C063,2025-09-03,Vacuum,Electronics,6561.716210026163,1,-6561.716210026163
18,C073,2025-09-17,Ring,Accessories,473.0741725596424,3,1419.2225176789273
19,C030,2025-12-18,KeyBoard,Electronics,2733.869053250489,5,13669.345266252443
20,C058,2025-12-07,Bed,Furniture,3294.499032342041,2,6588.998064684082
21,C061,2025-03-27,KeyBoard,Electronics,4978.330883990664,2,9956.661767981328
22,C098,2025-06-25,Vacuum,Electronics,6773.461562015056,5,33867.30781007528
23,C024,2025-02-28,Vacuum,Electronics,3904.8329038022443,3,11714.498711406733
24,C081,2026-02-16,Computer,Electronics,5920.54117270089,2,11841.08234540178
25,C051,2025-03-26,Necklace,Accessories,334.67966049535045,2,669.3593209907009
26,C041,2025-05-10,KeyBoard,Electronics,8625.166482735034,5,43125.83241367517
27,C047,2025-08-15,Sofa,Furniture,8526.98302523727,5,42634.91512618635
28,C021,2025-10-10,Computer,Electronics,8820.162877382028,1,8820.162877382028
29,C072,2026-02-02,Notebook,Office,9475.997740242721,0,0.0
30,C099,2025-04-02,Computer,Electronics,3599.334653592942,4,14397.338614371767
31,C060,2025-12-31,Sofa,Furniture,2217.6327147125635,1,2217.6327147125635
32,C025,2025-07-31,Notebook,Office,7762.9076874297625,4,31051.63074971905
33,C046,2025-06-13,Bed,Furniture,81.428606201122,5,407.14303100560994
34,C025,2025-08-23,Computer,Electronics,3103.465073114574,5,15517.32536557287
35,C052,2025-06-17,Mouse,Electronics,5285.698864656361,0,0.0
36,C094,2025-11-22,Mouse,Electronics,5761.57782065841,2,11523.15564131682
37,C073,2025-03-07,Necklace,Accessories,1898.4786797644763,0,0.0
38,C057,2025-06-08,Vacuum,Electronics,5926.66245019246,4,23706.64980076984
39,C015,2025-09-21,Bed,Furniture,4178.237437620903,1,4178.237437620903
40,C003,2025-09-01,Bed,Furniture,4416.836402204683,0,0.0
41,C029,2025-09-19,Sofa,Furniture,7001.429669784717,5,35007.14834892358
42,C028,2025-04-21,Sofa,Furniture,9244.202882597063,4,36976.81153038825
43,C032,2025-08-06,Computer,Electronics,1728.0147979984067,2,3456.0295959968134
44,C046,2026-01-09,Bed,Furniture,9551.839633030795,0,0.0
45,C079,2025-09-07,Computer,Electronics,3451.4037458585894,2,6902.807491717179
46,C050,2025-08-20,Notebook,Office,6337.81378382784,4,25351.25513531136
47,C058,2025-11-14,Bed,Furniture,8761.518847901274,0,0.0
48,C034,2025-03-05,Mouse,Electronics,7706.596881905297,1,7706.596881905297
49,C069,2026-02-07,KeyBoard,Electronics,941.2888075428868,5,4706.444037714435
50,C079,2026-01-26,Necklace,Accessories,1559.7006899586938,2,3119.4013799173877
51,C029,2025-03-02,Sofa,Furniture,358.13621942467535,0,0.0
52,C093,2025-12-17,Notebook,Office,7952.237417001021,3,23856.71225100306
53,C020,2025-07-22,Computer,Electronics,2463.7715513299127,3,7391.314653989738
54,C044,2025-05-17,KeyBoard,Electronics,4645.504300899011,0,0.0
55,C078,2025-07-26,Computer,Electronics,321.73241695688324,4,1286.929667827533
56,C092,2025-06-06,Mouse,Electronics,5619.773289906386,1,5619.773289906386
57,C093,2025-04-30,Notebook,Office,541.5537043089681,3,1624.6611129269045
58,C092,2025-09-22,Sofa,Furniture,8729.555761920557,1,8729.555761920557
59,C038,2025-08-10,Bed,Furniture,2407.5142692339336,2,4815.028538467867
60,C081,2025-05-01,Vacuum,Electronics,,1,
61,C035,2025-11-22,Computer,Electronics,5760.634458342424,3,17281.903375027272
62,C052,2025-10-15,Vacuum,Electronics,6205.308475191851,3,18615.925425575555
63,C060,2025-09-23,Sofa,Furniture,3231.92505112033,2,6463.85010224066
64,C089,2025-05-10,Vacuum,Electronics,9137.459234610433,4,36549.83693844173
65,C013,2025-11-24,Vacuum,Electronics,8980.8110206811,5,44904.055103405495
66,C073,2025-12-26,Sofa,Furniture,7404.303640703548,1,7404.303640703548
67,C021,2025-05-30,Vacuum,Electronics,3228.8974576351256,3,9686.692372905378
68,C091,2025-07-12,Bed,Furniture,3498.917583925842,5,17494.587919629208
69,C080,2026-02-04,Bed,Furniture,3324.507187953001,2,6649.014375906002
70,C037,2025-12-27,Notebook,Office,2388.246576404593,3,7164.739729213778
71,C079,2025-06-25,Ring,Accessories,3311.667759273967,1,3311.667759273967
72,C055,2025-06-09,Notebook,Office,6363.07853907957,1,6363.07853907957
73,C034,2025-04-13,Computer,Electronics,5773.020032543927,1,5773.020032543927
74,C084,2025-09-05,Vacuum,Electronics,5849.3278642160885,2,-11698.655728432177
75,C098,2025-11-11,Notebook,Office,3067.075904435369,2,6134.151808870738
76,C091,2025-05-16,Vacuum,Electronics,,1,
77,C057,2025-05-14,Ring,Accessories,4684.689422624112,4,18738.757690496448
78,C082,2026-01-14,Computer,Electronics,8024.096418344235,2,16048.19283668847
79,C016,2025-11-23,Mouse,Electronics,8877.9565499476,2,17755.9130998952
80,C036,2026-02-25,Ring,Accessories,,4,
81,C054,2026-01-14,Notebook,Office,3882.411059253886,1,3882.411059253886
82,C093,2025-06-12,Mouse,Electronics,9352.899612023491,2,18705.799224046983
83,C001,2025-04-21,Ring,Accessories,6644.891880312333,1,6644.891880312333
84,C089,2025-11-16,Bed,Furniture,5224.81587177564,3,15674.447615326919
85,C097,2025-09-30,Sofa,Furniture,5294.527447148881,4,-21178.109788595524
86,C048,2025-05-19,Necklace,Accessories,8731.165034704843,4,34924.660138819374
87,C086,2025-09-21,Vacuum,Electronics,4028.9496441399415,3,12086.848932419824
88,C036,2025-12-13,KeyBoard,Electronics,3343.6224261985176,2,6687.244852397035
89,C066,2025-11-10,Notebook,Office,8986.87492225831,3,26960.62476677493
90,C095,2026-01-31,Bed,Furniture,4486.019874733646,4,17944.079498934585
91,C035,2025-10-16,Mouse,Electronics,1410.2550217543926,3,4230.765065263178
92,C042,2025-06-06,Computer,Electronics,,1,
93,C023,2025-11-17,Necklace,Accessories,7761.427297739737,0,0.0
94,C020,2025-08-18,Sofa,Furniture,2750.9907287437536,0,0.0
95,C016,2025-04-16,Ring,Accessories,2458.2566892004957,5,12291.283446002479
96,C086,2025-10-23,Computer,Electronics,7127.716325508084,5,35638.58162754042
97,C073,2025-04-27,Necklace,Accessories,2826.275426063382,4,11305.101704253528
98,C008,2025-04-28,Necklace,Accessories,9996.232685277502,3,29988.69805583251
99,C075,2025-10-03,Necklace,Accessories,,4,
100,C039,2025-06-28,Sofa,Furniture,397.33170349786064,5,1986.6585174893032
101,C058,2025-08-31,Notebook,Office,603.7703136903331,2,1207.5406273806661
102,C006,2025-08-23,Ring,Accessories,8948.204035676426,3,26844.61210702928
103,C074,2025-05-03,Vacuum,Electronics,4110.658293720179,1,4110.658293720179
104,C021,2025-05-05,Necklace,Accessories,5004.926806261871,4,20019.707225047485
105,C094,2026-02-25,Notebook,Office,,1,
106,C069,2025-04-10,Computer,Electronics,3820.2641047354095,1,3820.2641047354095
107,C075,2025-11-30,Ring,Accessories,6366.692216171263,5,31833.461080856316
108,C006,2025-04-04,Mouse,Electronics,359.99443107830587,1,359.99443107830587
109,C065,2025-11-16,Ring,Accessories,7190.239460974418,0,0.0
110,C026,2025-07-01,Vacuum,Electronics,3156.2015164226186,2,6312.403032845237
111,C072,2025-11-13,Notebook,Office,9168.542243872129,2,18337.084487744258
112,C028,2025-08-05,KeyBoard,Electronics,3144.2787249863527,3,9432.836174959059
113,C044,2026-01-31,Necklace,Accessories,6167.604131369009,3,18502.81239410703
114,C033,2025-09-24,Ring,Accessories,3579.401932916805,2,-7158.80386583361
115,C032,2025-09-08,Mouse,Electronics,5306.678977505253,3,15920.036932515759
116,C016,2026-01-25,Notebook,Office,3868.189832810729,1,3868.189832810729
117,C004,2025-07-27,Mouse,Electronics,8380.808813893264,4,33523.235255573054
118,C036,2025-05-09,Necklace,Accessories,1348.7042185209345,2,2697.408437041869
119,C081,2025-06-19,Notebook,Office,9218.984317538976,5,46094.92158769488
120,C031,2025-04-17,KeyBoard,Electronics,5600.410894497919,3,16801.232683493756
121,C011,2025-11-21,Notebook,Office,1961.9795896223825,1,1961.9795896223825
122,C006,2025-05-04,Ring,Accessories,7320.4252912876855,3,21961.27587386306
123,C063,2025-06-26,Ring,Accessories,4796.430268633856,2,9592.860537267712
124,C018,2025-08-28,Computer,Electronics,6957.629067757034,3,20872.8872032711
125,C017,2025-10-15,Ring,Accessories,3849.7829663120224,5,19248.914831560112
126,C012,2025-04-25,KeyBoard,Electronics,1844.5473762744546,5,9222.736881372273
127,C008,2026-02-14,Vacuum,Electronics,5884.7862654501605,3,17654.358796350483
128,C066,2025-08-19,Vacuum,Electronics,7732.835164254684,4,30931.340657018736
129,C045,2025-11-10,Bed,Furniture,9597.618175871536,5,47988.09087935768
130,C075,2025-08-26,Necklace,Accessories,4479.554045706463,2,8959.108091412925
131,C020,2025-09-01,Computer,Electronics,7821.732150681344,3,23465.19645204403
132,C001,2025-06-05,KeyBoard,Electronics,5940.174167628071,2,11880.348335256142
133,C008,2025-11-22,Computer,Electronics,1561.9864916392671,4,6247.9459665570685
134,C028,2025-07-27,Mouse,Electronics,,0,
135,C054,2026-02-17,Vacuum,Electronics,3292.482129067819,2,6584.964258135638
136,C064,2025-03-26,Ring,Accessories,7683.564166169869,2,15367.128332339738
137,C090,2025-03-22,Computer,Electronics,8447.647428601706,0,0.0
138,C020,2026-02-19,Computer,Electronics,5685.224203279395,2,11370.44840655879
139,C023,2025-08-17,Computer,Electronics,8348.21339145737,2,16696.42678291474
140,C038,2025-11-30,Mouse,Electronics,,2,
141,C100,2025-10-10,KeyBoard,Electronics,5066.964362292026,1,5066.964362292026
142,C072,2025-10-13,Necklace,Accessories,6546.491436957056,1,6546.491436957056
143,C020,2025-06-29,Bed,Furniture,3637.5808463595117,3,10912.742539078536
144,C070,2026-01-04,Ring,Accessories,877.9896849974125,0,0.0
145,C099,2026-01-16,KeyBoard,Electronics,315.169030061392,5,1575.84515030696
146,C073,2025-05-30,KeyBoard,Electronics,,5,
147,C002,2026-01-20,Necklace,Accessories,5325.90843491581,3,15977.72530474743
148,C034,2025-05-08,Notebook,Office,1476.0416946568434,4,5904.166778627374
149,C073,2025-07-27,Ring,Accessories,8859.626478662702,1,8859.626478662702
