order_id,customer_id,order_date,product,category,price,quantity,total_amount
1,C052,2026-02-16,Notebook,Office,7039.822914833349,1,7039.822914833349
2,C093,2025-12-01,Computer,Electronics,5411.577781682654,2,10823.155563365308
3,C015,2025-07-01,Computer,Electronics,974.3793572524537,4,3897.517429009815
4,C072,2025-07-29,Necklace,Accessories,,0,
5,C061,2025-12-29,Computer,Electronics,133.91632241037473,3,401.7489672311242
6,C021,2026-02-08,Mouse,Electronics,4692.991974990413,3,14078.975924971239
7,C083,2025-12-11,Sofa,Furniture,3019.6399549924035,4,12078.559819969614
8,C087,2026-03-16,Ring,Accessories,5987.591268134611,3,17962.773804403834
9,C075,2025-09-23,KeyBoard,Electronics,2979.4056990090858,5,14897.02849504543
10,C075,2025-06-13,Computer,Electronics,3006.191923954777,4,12024.767695819108
11,C088,2025-05-06,Sofa,Furniture,7434.500055328718,1,7434.500055328718
12,C100,2025-08-08,Vacuum,Electronics,490.9469314237509,4,1963.7877256950037
13,C024,2025-05-11,Notebook,Office,9029.921001967952,2,18059.842003935904
14,C003,2025-03-22,Mouse,Electronics,8524.116105167903,4,34096.46442067161
15,C022,2025-08-05,Notebook,Office,6681.368785431801,3,20044.106356295404
16,C053,2025-06-06,Ring,Accessories,5936.283485372769,0,0.0
17,C002,2025-10-23,Ring,Accessories,8924.101956415127,5,44620.509782075635
18,C088,2025-06-18,Necklace,Accessories,1861.4484934918573,5,9307.242467459288
19,C030,2025-09-05,Bed,Furniture,798.9019302863778,5,3994.5096514318893
20,C038,2026-01-11,Necklace,Accessories,2402.706597396286,1,2402.706597396286
21,C002,2025-11-30,Sofa,Furniture,7947.837004214901,5,39739.1850210745
22,C064,2026-03-18,Notebook,Office,356.3559645975684,1,356.3559645975684
23,C060,2025-04-06,Bed,Furniture,5832.240282484061,5,29161.201412420305
24,C021,2025-04-25,Vacuum,Electronics,9954.420786751187,1,9954.420786751187
25,C033,2025-05-08,Mouse,Electronics,8558.40397743702,4,34233.61590974808
26,C076,2025-04-06,Notebook,Office,5219.242433545459,4,20876.969734181836
27,C058,2025-12-17,Necklace,Accessories,645.772683773557,3,1937.318051320671
28,C022,2025-10-21,KeyBoard,Electronics,8315.42140871324,1,8315.42140871324
29,C089,2025-05-15,Bed,Furniture,5993.795296690333,2,11987.590593380666
30,C049,2025-11-05,Bed,Furniture,1158.1806406250726,3,3474.5419218752177
31,C091,2025-07-18,Mouse,Electronics,947.6342753853285,0,0.0
32,C059,2025-07-22,Computer,Electronics,9097.171926171559,1,9097.171926171559
33,C042,2026-02-19,Ring,Accessories,6695.310626751404,5,33476.55313375702
34,C092,2026-02-10,Ring,Accessories,8294.575125174388,2,16589.150250348775
35,C060,2025-08-05,KeyBoard,Electronics,8790.99921381985,4,35163.9968552794
36,C080,2026-02-14,Sofa,Furniture,5722.005796962739,3,17166.017390888217
