order_id,customer_id,order_date,product,category,price,quantity,total_amount
1,C016,2026-02-13,Sofa,Furniture,4206.155953225467,3,12618.4678596764
2,C077,2025-11-06,Vacuum,Electronics,906.0483343517989,3,2718.1450030553965
3,C074,2025-05-31,Computer,Electronics,4390.745507852997,2,8781.491015705995
4,C067,2025-04-21,Sofa,Furniture,4366.04517514686,1,4366.04517514686
5,C044,2025-08-28,KeyBoard,Electronics,7847.458804006458,2,15694.917608012916
6,C077,2025-11-09,Vacuum,Electronics,8798.962348117446,1,8798.962348117446
7,C092,2025-11-02,Bed,Furniture,4010.118689522814,4,16040.474758091255
8,C079,2025-08-05,Mouse,Electronics,4174.932027437558,2,8349.864054875115
9,C012,2025-05-09,Computer,Electronics,4609.62262947271,2,9219.24525894542
10,C020,2025-07-17,Mouse,Electronics,3422.327472880726,5,17111.63736440363
11,C043,2025-03-05,Ring,Accessories,7657.2771573289865,3,22971.83147198696
12,C059,2026-02-18,Sofa,Furniture,4090.1075006676033,3,12270.32250200281
13,C086,2025-04-06,Mouse,Electronics,3544.087749425976,5,17720.43874712988
14,C024,2025-07-02,Sofa,Furniture,1820.5854664995777,1,1820.5854664995777
15,C035,2025-08-18,Sofa,Furniture,3547.9094524290304,1,-3547.9094524290304
16,C026,2026-01-26,Computer,Electronics,8846.023945802699,0,0.0
17,C057,2025-09-27,Computer,Electronics,6181.535088265596,4,24726.140353062383
18,C036,2025-10-25,Vacuum,Electronics,8447.44513528605,2,16894.8902705721
19,C034,2025-04-10,KeyBoard,Electronics,1171.2277212729805,2,2342.455442545961
20,C034,2025-05-29,Mouse,Electronics,5584.687563004738,1,5584.687563004738
21,C064,2025-12-05,Necklace,Accessories,2840.0722226978364,2,5680.144445395673
22,C087,2025-08-28,Necklace,Accessories,5285.86791947162,0,0.0
23,C086,2025-11-14,Sofa,Furniture,1357.4267140368163,1,1357.4267140368163
24,C041,2025-04-17,Bed,Furniture,9077.993544702525,2,18155.98708940505
25,C005,2025-03-07,Sofa,Furniture,9267.579226872282,4,37070.31690748913
26,C098,2025-06-03,KeyBoard,Electronics,8900.165133603494,3,26700.495400810483
27,C070,2025-05-10,Computer,Electronics,346.53646037338797,1,346.53646037338797
28,C030,2026-01-19,Ring,Accessories,579.8924555289002,3,1739.6773665867006
29,C054,2025-11-16,Sofa,Furniture,6449.784301613072,2,12899.568603226144
30,C098,2025-08-02,Bed,Furniture,3120.6930236431717,1,3120.6930236431717
31,C064,2025-04-06,Computer,Electronics,406.554226359774,4,1626.216905439096
32,C078,2025-11-24,Mouse,Electronics,3477.288672635931,5,17386.443363179656
33,C012,2025-03-15,Ring,Accessories,8918.644280613342,2,17837.288561226684
34,C045,2025-09-04,Mouse,Electronics,7662.543872435397,4,30650.17548974159
35,C048,2025-12-27,Bed,Furniture,3618.273713721314,4,14473.094854885256
36,C066,2026-02-22,Mouse,Electronics,6065.13363413604,4,24260.53453654416
37,C032,2025-04-14,Sofa,Furniture,1795.7193845729887,0,0.0
38,C085,2025-04-17,Vacuum,Electronics,2206.066283185177,1,2206.066283185177
39,C003,2025-09-30,Ring,Accessories,1468.5156501934205,2,2937.031300386841
40,C066,2026-01-22,Necklace,Accessories,2394.6507656421,4,9578.6030625684
41,C022,2025-06-07,Vacuum,Electronics,1844.8463831960767,1,-1844.8463831960767
42,C025,2025-03-05,Necklace,Accessories,6338.545019947992,4,25354.180079791968
43,C027,2025-06-20,Necklace,Accessories,6808.960147886042,3,20426.880443658127
44,C081,2025-10-19,Notebook,Office,9949.584403318626,4,39798.3376132745
45,C014,2025-06-15,KeyBoard,Electronics,7091.381898109744,3,21274.145694329232
46,C060,2026-02-10,Necklace,Accessories,4398.756521506988,2,8797.513043013976
47,C082,2026-01-17,Computer,Electronics,1173.9666560899589,1,1173.9666560899589
48,C063,2025-05-22,Bed,Furniture,8759.928563083693,5,43799.64281541847
49,C036,2025-03-01,Computer,Electronics,428.69947722843955,3,1286.0984316853187
50,C070,2025-10-05,Bed,Furniture,3557.076479541329,2,7114.152959082658
51,C091,2026-01-31,Mouse,Electronics,2950.1781131229613,4,11800.712452491845
52,C035,2025-09-12,Vacuum,Electronics,9311.11864776181,1,9311.11864776181
53,C064,2025-08-27,Mouse,Electronics,6829.1480902327285,5,34145.74045116364
54,C054,2025-05-24,Sofa,Furniture,1364.2704178814733,3,4092.81125364442
55,C080,2026-02-07,Necklace,Accessories,6175.3183391391185,5,30876.59169569559
56,C048,2025-07-11,Computer,Electronics,6193.409789134709,0,0.0
57,C045,2025-03-26,KeyBoard,Electronics,6072.959992098057,4,24291.83996839223
