order_id,customer_id,order_date,product,category,price,quantity,total_amount
1,C012,2025-02-26,Vacuum,Electronics,2606.7961736345183,3,7820.388520903554
2,C074,2025-03-10,Necklace,Accessories,5340.217559453987,2,10680.435118907973
3,C092,2025-03-29,Vacuum,Electronics,8789.003182999379,1,8789.003182999379
4,C026,2025-03-19,Sofa,Furniture,1340.35562417515,1,1340.35562417515
5,C026,2025-09-28,KeyBoard,Electronics,1490.5269586251966,1,1490.5269586251966
6,C030,2025-07-28,Sofa,Furniture,1299.6829590114137,5,-6498.414795057069
7,C053,2025-05-01,Necklace,Accessories,8370.833104904585,2,16741.66620980917
8,C055,2025-04-02,Sofa,Furniture,5063.884112806783,2,10127.768225613567
9,C075,2025-03-01,Notebook,Office,8829.492790212236,2,17658.985580424473
10,C050,2025-11-22,Ring,Accessories,1020.6086924118015,4,4082.434769647206
11,C089,2026-02-12,Vacuum,Electronics,9224.931213414426,2,18449.86242682885
12,C014,2025-07-11,Sofa,Furniture,7329.643815696124,2,14659.287631392248
13,C045,2025-05-25,Notebook,Office,7817.919852062283,2,15635.839704124566
14,C011,2026-01-25,Computer,Electronics,7468.767992581577,2,14937.535985163155
15,C019,2026-02-11,Mouse,Electronics,5874.975643680866,3,17624.926931042595
16,C093,2025-11-09,Computer,Electronics,9182.972344749212,2,18365.944689498425
17,C059,2025-08-31,Mouse,Electronics,6449.664542430396,1,6449.664542430396
18,C097,2025-06-02,KeyBoard,Electronics,3775.974488753719,5,18879.872443768596
19,C058,2025-07-15,Sofa,Furniture,,0,
20,C096,2025-07-02,Bed,Furniture,803.4827229791042,1,803.4827229791042
21,C028,2025-09-30,Notebook,Office,5063.809994860059,1,5063.809994860059
22,C089,2025-12-20,KeyBoard,Electronics,1921.481059387425,4,7685.9242375497
23,C023,2025-07-12,Vacuum,Electronics,4622.921785317583,2,9245.843570635167
24,C001,2025-07-16,Mouse,Electronics,1171.84076812003,5,5859.203840600149
25,C047,2025-10-03,Bed,Furniture,2331.1850897929294,2,4662.370179585859
26,C036,2025-06-17,Notebook,Office,1133.5331448098661,4,4534.132579239465
27,C090,2025-05-29,Necklace,Accessories,,4,
28,C047,2025-08-20,Vacuum,Electronics,8611.875338383315,1,8611.875338383315
29,C064,2025-05-21,Mouse,Electronics,6056.416332744371,5,30282.081663721856
30,C044,2025-09-25,KeyBoard,Electronics,3601.2350255148363,4,14404.940102059345
31,C092,2025-08-09,Vacuum,Electronics,247.27272284820597,4,989.0908913928239
32,C003,2025-07-20,Notebook,Office,5402.110524901487,3,16206.331574704462
33,C023,2025-10-09,Mouse,Electronics,278.77576245345807,1,278.77576245345807
34,C083,2025-10-22,Vacuum,Electronics,1182.674078484983,5,5913.370392424915
35,C020,2025-06-23,Mouse,Electronics,2925.8153834422924,3,8777.446150326878
36,C058,2025-12-31,Necklace,Accessories,7302.503244628151,1,7302.503244628151
37,C052,2025-08-08,Mouse,Electronics,3525.164684802942,4,14100.658739211767
38,C097,2025-03-02,Necklace,Accessories,1130.3744294634137,3,3391.123288390241
39,C036,2025-10-02,KeyBoard,Electronics,9407.365492546554,1,9407.365492546554
40,C087,2025-03-20,Sofa,Furniture,8751.502747470295,0,0.0
41,C018,2025-05-08,Vacuum,Electronics,2437.3912965126497,3,7312.173889537949
42,C087,2025-06-12,Vacuum,Electronics,4507.810125052764,5,22539.050625263822
43,C027,2025-05-29,Notebook,Office,,4,
44,C043,2025-06-29,Mouse,Electronics,1516.839372281711,4,6067.357489126844
45,C072,2026-02-21,Computer,Electronics,2758.94064894543,5,13794.70324472715
46,C069,2025-03-13,Mouse,Electronics,4935.523673128928,4,19742.09469251571
47,C086,2025-06-21,Ring,Accessories,5180.289675855819,0,0.0
48,C044,2025-04-22,Sofa,Furniture,9390.584453039526,4,37562.337812158104
49,C079,2025-12-19,Bed,Furniture,4610.172405755268,2,9220.344811510537
50,C022,2025-09-30,Ring,Accessories,7763.781858476794,5,38818.90929238397
51,C001,2025-05-26,Notebook,Office,7664.837507706761,3,22994.512523120284
52,C046,2025-11-28,Mouse,Electronics,5999.547980050893,3,17998.64394015268
53,C049,2025-09-01,Vacuum,Electronics,304.45409206266896,0,0.0
54,C021,2025-08-04,Vacuum,Electronics,5085.235686134024,0,0.0
55,C032,2025-12-06,Sofa,Furniture,1614.148475747734,1,1614.148475747734
56,C009,2025-12-25,Notebook,Office,9981.650253903708,4,39926.60101561483
57,C059,2025-08-01,Vacuum,Electronics,6153.535751552554,0,0.0
58,C036,2025-04-18,Vacuum,Electronics,4689.911963531622,3,14069.735890594866
59,C038,2025-08-25,KeyBoard,Electronics,7523.638746523383,1,7523.638746523383
