order_id,customer_id,order_date,product,category,price,quantity,total_amount
1,C095,2026-01-25,Sofa,Furniture,7784.752609956489,2,15569.505219912979
2,C005,2026-01-31,Computer,Electronics,3970.8008861193107,1,3970.8008861193107
3,C084,2025-04-07,Computer,Electronics,,3,
4,C016,2026-02-18,Necklace,Accessories,7976.060677787076,3,23928.182033361227
5,C068,2025-04-19,Computer,Electronics,,2,
6,C066,2026-01-01,Sofa,Furniture,5962.236202437312,2,11924.472404874625
7,C093,2025-07-28,Computer,Electronics,7804.5237686569235,4,31218.095074627694
8,C014,2025-04-17,Ring,Accessories,4474.242813797946,2,8948.485627595892
9,C089,2025-03-19,Notebook,Office,3517.967325823302,1,3517.967325823302
10,C042,2025-12-03,Ring,Accessories,3636.089703767292,2,7272.179407534584
11,C020,2025-03-12,Bed,Furniture,1921.7109904211286,1,1921.7109904211286
12,C076,2025-08-14,Notebook,Office,5123.1410991819685,1,5123.1410991819685
13,C053,2026-02-17,Computer,Electronics,2325.7457758472187,4,9302.983103388875
14,C067,2025-12-20,Notebook,Office,4739.2390500163465,3,14217.71715004904
15,C044,2025-11-13,Mouse,Electronics,2058.658730279339,1,2058.658730279339
16,C034,2025-08-04,Mouse,Electronics,1685.7543633123073,2,3371.5087266246146
17,C035,2025-03-12,KeyBoard,Electronics,2433.017613711541,1,2433.017613711541
18,C076,2026-02-06,Mouse,Electronics,3889.536140535235,3,11668.608421605706
19,C004,2025-08-07,Notebook,Office,,4,
20,C094,2025-04-29,KeyBoard,Electronics,4809.790168159795,4,19239.16067263918
21,C015,2025-07-23,Bed,Furniture,7679.357528937744,5,38396.787644688724
22,C094,2026-02-08,Necklace,Accessories,8805.288858679316,4,35221.155434717264
23,C080,2025-09-03,KeyBoard,Electronics,2180.680670273819,5,10903.403351369096
24,C013,2025-09-22,Ring,Accessories,3692.3217705225084,5,18461.608852612542
25,C043,2026-01-09,Computer,Electronics,3894.5324875946008,1,3894.5324875946008
26,C018,2025-12-13,Necklace,Accessories,9609.711359689107,2,19219.422719378214
27,C020,2025-04-04,Mouse,Electronics,2563.110289559264,0,0.0
28,C072,2025-10-20,KeyBoard,Electronics,9254.173364509386,2,18508.346729018773
29,C010,2025-07-13,Necklace,Accessories,3990.460152260206,4,15961.840609040824
30,C059,2025-07-06,Necklace,Accessories,4122.673800435724,2,8245.347600871448
31,C042,2025-06-12,Ring,Accessories,234.9602758355971,4,939.8411033423884
32,C051,2025-05-17,Necklace,Accessories,329.20056183993836,5,1646.002809199692
33,C052,2025-03-02,Sofa,Furniture,5087.469426923782,4,20349.877707695126
34,C020,2025-11-12,Bed,Furniture,606.4307430774691,0,0.0
35,C003,2025-05-26,Notebook,Office,5412.530774656322,4,-21650.12309862529
36,C050,2025-04-14,Mouse,Electronics,1402.5934110994765,0,0.0
37,C046,2025-05-01,Computer,Electronics,7654.5343655744055,2,15309.068731148811
38,C067,2025-05-10,Computer,Electronics,3153.6538027218908,4,12614.615210887563
39,C076,2025-09-21,Necklace,Accessories,409.5689220321794,3,1228.706766096538
40,C076,2025-08-24,Sofa,Furniture,7370.976281452462,1,7370.976281452462
41,C025,2026-02-09,Necklace,Accessories,3738.544747620489,0,0.0
42,C099,2025-10-14,Ring,Accessories,7592.47043881282,2,15184.94087762564
43,C092,2025-03-19,Necklace,Accessories,473.210420070634,2,946.420840141268
44,C008,2025-04-03,Bed,Furniture,8438.568428769935,3,25315.705286309807
45,C093,2025-06-09,Ring,Accessories,6675.820162841805,1,6675.820162841805
46,C089,2026-02-01,Vacuum,Electronics,6290.138596467753,0,0.0
47,C043,2025-11-25,Ring,Accessories,8386.368640006658,4,33545.47456002663
48,C069,2026-01-09,Computer,Electronics,2442.378857110301,5,12211.894285551505
49,C074,2025-12-20,Bed,Furniture,3262.6264260654402,4,13050.505704261761
50,C076,2025-11-19,Ring,Accessories,385.7049935706683,4,1542.8199742826732
51,C027,2025-12-25,Vacuum,Electronics,2724.6527104751285,1,2724.6527104751285
52,C075,2026-02-23,KeyBoard,Electronics,5427.095589985862,4,21708.382359943447
53,C100,2025-09-29,Sofa,Furniture,9769.227510368362,4,39076.91004147345
54,C056,2025-06-01,Necklace,Accessories,5791.355781387396,1,5791.355781387396
55,C063,2025-08-07,Bed,Furniture,3436.648468277256,3,10309.945404831768
56,C024,2025-09-09,Vacuum,Electronics,1317.5150125061982,3,3952.5450375185947
57,C059,2025-12-26,Vacuum,Electronics,420.0557231195502,0,0.0
58,C025,2025-09-13,Vacuum,Electronics,1274.7610583693192,2,2549.5221167386385
59,C041,2026-02-10,Necklace,Accessories,4662.838172309227,3,13988.51451692768
60,C052,2025-12-27,Notebook,Office,9572.821097091593,1,9572.821097091593
61,C037,2025-08-05,Vacuum,Electronics,808.516395156508,2,1617.032790313016
62,C049,2025-08-30,Sofa,Furniture,8445.713719954849,1,8445.713719954849
63,C077,2025-07-02,Bed,Furniture,9361.316818737934,2,18722.63363747587
64,C094,2025-09-16,Sofa,Furniture,5962.668185215149,2,11925.336370430297
65,C008,2025-08-01,Sofa,Furniture,2499.356598753123,4,9997.426395012491
66,C059,2025-04-09,Ring,Accessories,1531.7002751193281,5,7658.501375596641
67,C088,2025-04-27,Mouse,Electronics,5175.8847216159165,0,0.0
68,C050,2025-04-10,KeyBoard,Electronics,6498.927772181537,4,25995.711088726148
69,C041,2025-08-19,Computer,Electronics,8714.941184783725,3,26144.823554351176
70,C011,2025-11-16,KeyBoard,Electronics,9075.552866639207,3,27226.658599917624
71,C065,2025-03-21,Bed,Furniture,6671.904341405754,2,13343.808682811508
72,C019,2025-09-30,KeyBoard,Electronics,4840.8273024070395,3,14522.481907221118
73,C028,2026-02-12,KeyBoard,Electronics,542.0264390865055,1,542.0264390865055
74,C014,2025-10-02,Ring,Accessories,3961.1899300547625,4,15844.75972021905
75,C099,2025-06-14,Bed,Furniture,9790.545683283863,0,0.0
76,C089,2025-04-26,Necklace,Accessories,797.2452406986044,1,797.2452406986044
77,C058,2025-11-01,Sofa,Furniture,1177.1198341848324,2,2354.2396683696647
78,C005,2025-04-20,Computer,Electronics,4106.034468916981,2,8212.068937833961
79,C089,2025-05-28,Vacuum,Electronics,6016.736071999977,3,18050.20821599993
80,C081,2025-08-28,Sofa,Furniture,4687.863104707177,4,18751.452418828707
81,C094,2025-05-30,Sofa,Furniture,6758.0916477800965,3,20274.27494334029
82,C094,2025-12-02,Vacuum,Electronics,7414.445788361722,3,22243.337365085168
83,C057,2025-06-16,Notebook,Office,,3,
84,C092,2025-08-06,Mouse,Electronics,4412.494214907336,2,8824.988429814672
85,C097,2025-11-02,Ring,Accessories,9233.793144544647,3,27701.37943363394
86,C009,2025-08-29,Notebook,Office,5154.293659353149,5,25771.468296765746
87,C058,2025-08-10,Necklace,Accessories,3009.820942315613,2,6019.641884631226
88,C055,2026-01-08,Vacuum,Electronics,3217.7062167961944,3,9653.118650388584
89,C019,2025-05-31,Mouse,Electronics,678.2143397687057,2,1356.4286795374114
90,C092,2025-09-07,Mouse,Electronics,,3,
91,C027,2026-01-11,Necklace,Accessories,3038.5713446825785,0,0.0
92,C016,2025-11-13,Mouse,Electronics,7822.375011003599,4,31289.500044014396
93,C047,2025-09-09,Mouse,Electronics,1292.0560116812155,1,1292.0560116812155
94,C037,2025-05-20,Sofa,Furniture,3475.523023984009,0,0.0
95,C085,2025-12-22,Mouse,Electronics,3191.8539604845173,1,3191.8539604845173
96,C009,2025-06-10,Bed,Furniture,2896.924913165792,1,2896.924913165792
97,C051,2026-01-26,Notebook,Office,8014.694750948388,3,24044.084252845165
98,C068,2025-04-14,Bed,Furniture,3280.488762091439,4,13121.955048365757
99,C009,2025-03-28,Ring,Accessories,1086.310938225945,3,3258.932814677835
100,C021,2025-11-21,KeyBoard,Electronics,157.07138428179758,2,314.14276856359515
101,C013,2025-03-29,Sofa,Furniture,6682.985187245061,0,0.0
102,C094,2025-12-23,Computer,Electronics,5090.611888200487,2,10181.223776400973
103,C053,2025-12-26,Sofa,Furniture,4131.786652323982,2,8263.573304647964
104,C053,2026-01-15,Vacuum,Electronics,9831.921629139531,1,9831.921629139531
105,C008,2025-11-06,Mouse,Electronics,6755.604366373466,4,27022.417465493865
106,C099,2025-07-16,Mouse,Electronics,6928.579651290887,2,13857.159302581775
107,C083,2025-11-16,Ring,Accessories,,0,
108,C093,2025-03-05,Mouse,Electronics,9058.816050832884,2,18117.632101665768
109,C078,2025-10-27,Bed,Furniture,4532.150024193464,1,4532.150024193464
110,C030,2025-12-01,Sofa,Furniture,4911.716539519301,0,0.0
111,C038,2025-12-03,KeyBoard,Electronics,,5,
112,C084,2025-03-27,KeyBoard,Electronics,8216.306408005777,4,32865.22563202311
113,C023,2025-11-21,Notebook,Office,4671.011783449823,3,14013.03535034947
114,C032,2025-05-17,Necklace,Accessories,5958.543807024925,1,5958.543807024925
115,C066,2025-03-06,Ring,Accessories,4109.5040233193195,3,12328.512069957958
116,C098,2025-08-03,KeyBoard,Electronics,8368.555408644545,1,8368.555408644545
117,C044,2025-06-25,Sofa,Furniture,2434.3967294010486,5,-12171.983647005243
118,C074,2025-12-30,KeyBoard,Electronics,1387.7635364882292,0,0.0
119,C053,2025-11-08,Bed,Furniture,7274.427254204159,2,14548.854508408318
120,C099,2025-02-26,Ring,Accessories,9998.447945903335,3,29995.343837710006
121,C055,2025-10-25,Computer,Electronics,2924.0333859330235,4,11696.133543732094
